order_id,customer_id,product_id,timestamp,channel,geo_region,discount_amount,is_return
500127,9002,1491,2025-01-20 02:46:44,Retail,APAC-North,5,0
500128,6225,1175,2025-09-25 10:43:08,Web,EU-West,0,0
500129,4978,1359,2025-01-06 23:49:03,Web,US-Midwest,0,0
500130,9373,1086,2025-01-31 05:16:22,App,US-Midwest,0,0
500131,7907,1253,2025-06-19 05:21:26,App,EU-West,20,0
500132,8097,1030,2025-08-04 15:52:39,Web,US-West,5,0
500133,7656,1155,2025-03-20 18:12:37,Web,US-Midwest,0,1
500134,100176,1200,2025-06-02 16:22:49,App,EU-West,5,0
500135,10984,1363,2025-05-10 13:04:18,Web,US-West,20,0
500136,6259,1156,2025-11-27 16:47:52,Web,APAC-North,0,0
500137,10286,1245,2025-08-15 23:52:46,Web,US-Midwest,0,0
500138,7901,1386,2025-05-29 20:57:08,App,APAC-North,0,0
500139,11325,1020,2025-03-20 22:41:44,Web,EU-West,0,1
500140,6917,1203,2025-08-05 23:57:08,App,EU-West,0,1
500141,10429,1334,2025-03-05 13:13:22,Web,EU-West,0,0
500142,4530,1152,2025-03-03 12:06:36,App,US-West,10,1
500143,3960,1077,2025-09-02 11:16:22,App,US-Midwest,0,1
500144,9045,1328,2025-10-03 04:02:32,App,US-West,0,0
500145,3048,1172,2025-08-24 09:38:40,Web,APAC-North,0,0
500146,7772,1405,2025-10-21 08:42:42,Retail,US-West,0,0
500147,4529,1406,2025-03-19 13:16:22,Web,US-Midwest,0,0
500148,4964,1329,2025-01-21 14:44:47,Web,APAC-North,0,0
500149,9137,1250,2025-07-04 17:33:28,Web,US-West,10,0
500150,2963,1186,2025-04-18 13:52:35,Web,EU-West,20,0
500151,2536,1362,2025-08-18 07:42:44,Web,US-West,5,0
500152,9340,1128,2025-04-21 20:18:47,Web,US-West,0,0
500153,9179,1363,2025-09-18 23:36:19,Web,EU-West,0,0
500154,9967,1011,2025-06-21 11:42:14,Retail,US-Midwest,0,0
500155,10734,1336,2025-02-03 00:52:17,Web,EU-West,0,0
500156,2845,1242,2025-07-23 19:13:35,Web,EU-West,0,1
500157,7777,1181,2025-09-17 12:16:45,Web,US-Midwest,10,1
500158,5036,1265,2025-10-23 00:15:01,Web,US-East,10,0
500159,7947,1195,2025-05-30 06:31:34,Web,US-West,0,0
500160,4494,1246,2025-03-14 00:30:47,Web,EU-West,0,1
500161,4719,1100,2025-07-16 15:51:48,Web,US-Midwest,0,0
500162,3884,1052,2025-05-27 23:50:56,Retail,US-Midwest,0,1
500163,6349,1371,2025-10-14 16:26:55,App,US-East,0,0
500164,7179,1490,2025-11-30 00:09:38,Web,APAC-North,0,1
500165,8610,1397,2025-04-10 21:31:05,App,US-West,0,1
500166,8430,1385,2025-06-26 14:51:42,App,US-Midwest,0,1
500167,9154,1428,2025-01-18 22:32:56,Retail,US-East,0,1
500168,100144,1075,2025-04-08 17:28:46,Web,US-West,0,0
500169,8488,1408,2025-10-11 01:26:45,Web,US-East,5,1
500170,6737,1133,2025-07-25 09:27:06,Retail,APAC-North,10,0
500171,8525,1256,2025-08-27 18:43:48,App,EU-West,5,0
500172,5850,1450,2025-08-19 20:00:48,Web,US-West,0,1
500173,2689,1209,2025-09-30 00:57:19,Web,US-Midwest,10,1
500174,100141,1465,2025-03-29 08:32:52,App,EU-West,5,0
500175,7175,1404,2025-05-03 19:00:01,Web,US-Midwest,20,0
500176,10648,1448,2025-02-20 10:41:40,App,EU-West,5,0
500177,7078,1143,2025-03-16 16:40:50,Retail,US-East,0,1
500178,100321,1068,2025-12-24 12:17:34,Web,US-Midwest,0,1
500179,7448,1054,2025-11-17 18:38:49,Web,APAC-North,0,0
500180,3179,1267,2025-05-16 11:31:25,App,EU-West,0,0
500181,11074,1407,2025-06-19 14:40:42,App,US-East,0,0
500182,8406,1385,2025-02-09 04:58:36,Web,US-West,0,0
500183,10591,1426,2025-04-23 01:40:30,Web,APAC-North,0,0
500184,8907,1242,2025-05-13 11:15:10,Retail,US-East,0,1
500185,10800,1047,2025-12-18 19:39:44,Web,US-West,0,1
500186,3638,1115,2025-04-17 12:58:27,App,EU-West,0,0
500187,7671,1196,2025-07-09 23:42:03,Web,US-West,0,1
500188,8928,1294,2025-06-02 18:34:39,Retail,US-West,0,1
500189,100339,1130,2025-07-21 01:55:22,App,US-East,20,0
500190,3382,1045,2025-11-08 11:31:58,Web,US-West,0,0
500191,3403,1155,2025-04-26 11:33:28,App,APAC-North,5,1
500192,11011,1482,2025-05-10 17:22:51,App,US-Midwest,5,0
500193,5292,1461,2025-02-17 09:22:40,Web,US-East,0,0
500194,11011,1495,2025-10-21 00:56:21,Retail,EU-West,0,0
500195,2419,1317,2025-02-21 05:32:37,Retail,US-West,0,0
500196,6517,1082,2025-03-25 05:54:34,Web,APAC-North,0,0
500197,5302,1267,2025-06-15 13:53:37,Web,US-Midwest,0,1
500198,9857,1453,2025-11-24 21:00:32,Web,US-West,10,0
500199,11700,1157,2025-01-27 01:31:44,Web,US-Midwest,0,1
500200,9870,1025,2025-02-06 15:55:53,App,US-Midwest,0,0
500201,7693,1334,2025-05-28 04:07:40,Web,US-West,0,1
500202,2767,1182,2025-10-11 21:11:56,Web,US-West,0,0
500203,4044,1432,2025-03-25 20:02:54,App,US-Midwest,5,0
500204,100330,1174,2025-02-02 02:37:56,Web,US-Midwest,0,0
500205,3549,1297,2025-07-19 01:30:50,Web,US-West,0,0
500206,11956,1486,2025-07-12 11:06:28,Web,APAC-North,0,0
500207,8140,1041,2025-04-05 02:13:46,Web,EU-West,0,1
500208,5716,1445,2025-08-06 16:27:37,App,US-West,0,1
500209,6481,1357,2025-09-10 06:35:18,Web,US-West,0,0
500210,9898,1395,2025-02-05 15:32:08,Web,EU-West,0,0
500211,8548,1428,2025-03-01 03:09:23,Web,US-West,0,0
500212,4293,1288,2025-10-29 22:37:39,App,US-East,0,0
500213,6837,1049,2025-04-24 01:14:02,Web,EU-West,0,0
500214,9758,1262,2025-01-12 12:58:18,Web,APAC-North,0,0
500215,8793,1244,2025-07-13 04:36:54,App,US-West,0,1
500216,9638,1057,2025-04-27 04:33:49,Web,US-West,5,0
500217,9993,1006,2025-07-25 20:32:24,Web,APAC-North,0,0
500218,8007,1047,2025-02-11 23:35:02,Web,APAC-North,0,1
500219,7542,1063,2025-09-02 23:08:07,Retail,APAC-North,0,1
500220,11092,1433,2025-08-25 02:59:53,Retail,US-East,0,0
500221,8356,1406,2025-11-30 07:54:23,App,US-East,0,1
500222,100200,1067,2025-03-03 07:00:46,Web,US-West,0,0
500223,10433,1403,2025-04-04 10:09:10,App,EU-West,0,0
500224,9380,1183,2025-12-02 15:01:44,App,EU-West,0,1
500225,4385,1162,2025-12-29 11:51:49,Web,US-Midwest,0,0
500226,6268,1297,2025-07-30 16:18:18,App,US-Midwest,0,0
500227,2671,1105,2025-08-08 14:07:20,Web,US-West,0,0
500228,2163,1263,2025-03-29 09:11:46,App,APAC-North,0,0
500229,10656,1057,2025-06-23 12:22:27,App,US-Midwest,5,1
500230,6592,1016,2025-11-14 16:44:08,App,US-Midwest,0,1
500231,6795,1059,2025-09-04 03:45:37,Web,US-East,0,0
500232,6798,1166,2025-05-18 19:40:11,Web,APAC-North,0,0
500233,8036,1393,2025-08-21 21:02:07,Web,US-West,10,0
500234,4355,1250,2025-03-24 01:29:37,Retail,APAC-North,0,1
500235,7887,1461,2025-10-18 17:51:21,Retail,US-West,0,0
500236,9961,1034,2025-05-10 03:32:23,Web,US-West,0,1
500237,7827,1046,2025-02-19 00:47:38,Web,US-East,5,0
500238,10737,1421,2025-02-15 16:39:53,Web,US-Midwest,0,0
500239,6719,1299,2025-01-06 04:42:13,Web,US-West,0,0
500240,2593,1047,2025-06-05 18:01:56,Web,US-West,0,0
500241,6839,1390,2025-06-01 10:51:29,App,US-West,10,0
500242,9394,1252,2025-10-01 14:54:08,App,US-West,0,0
500243,11651,1166,2025-01-03 12:57:01,Web,APAC-North,0,1
500244,5493,1368,2025-12-05 09:05:54,Web,APAC-North,0,0
500245,8164,1379,2025-08-28 06:35:22,Web,US-East,5,1
500246,4672,1500,2025-08-21 00:00:37,Web,EU-West,0,0
500247,6200,1317,2025-04-26 08:14:52,Web,US-Midwest,5,0
500248,2016,1132,2025-07-25 22:22:50,Web,US-West,5,0
500249,5191,1389,2025-04-14 09:30:19,Web,EU-West,0,0
500250,2392,1070,2025-02-09 09:00:59,Retail,EU-West,0,0
500251,10616,1060,2025-12-06 04:39:58,App,EU-West,0,1
500252,8272,1205,2025-01-23 11:47:55,App,US-West,0,1
500253,2571,1238,2025-12-25 03:23:16,App,US-Midwest,5,1
500254,5631,1344,2025-08-29 00:23:01,App,US-Midwest,0,1
500255,8172,1348,2025-06-27 22:01:18,Web,US-West,0,1
500256,11312,1333,2025-08-09 11:26:50,App,US-East,5,1
500257,9177,1106,2025-10-30 01:46:39,Web,US-East,0,0
500258,10433,1497,2025-05-14 20:08:38,App,EU-West,0,0
500259,5897,1184,2025-08-25 15:03:34,Web,US-West,20,0
500260,10123,1338,2025-03-23 00:26:10,Web,US-East,10,0
500261,4279,1443,2025-06-20 00:59:06,Web,APAC-North,5,0
500262,10980,1007,2025-09-16 06:47:53,App,US-Midwest,0,1
500263,9451,1452,2025-05-26 17:00:39,Web,APAC-North,5,0
500264,10906,1031,2025-08-19 10:43:51,Web,APAC-North,20,1
500265,2775,1216,2025-02-08 09:59:26,Web,US-East,0,1
500266,8869,1470,2025-11-16 06:09:46,Web,US-Midwest,0,0
500267,4247,1341,2025-09-02 19:35:46,Web,APAC-North,20,1
500268,9088,1304,2025-08-28 08:45:44,Web,US-Midwest,0,0
500269,2078,1298,2025-06-11 17:07:12,App,APAC-North,5,0
500270,10080,1346,2025-07-03 22:06:50,Retail,US-Midwest,0,0
500271,9099,1286,2025-01-17 09:17:21,App,US-West,0,0
500272,5926,1373,2025-10-09 06:35:29,Retail,US-East,10,1
500273,11047,1500,2025-11-14 15:00:47,Retail,US-West,0,0
500274,9340,1126,2025-04-09 10:40:52,App,US-Midwest,0,0
500275,9083,1051,2025-01-02 07:08:05,Web,US-East,0,0
500276,8230,1419,2025-12-01 16:09:22,Retail,US-East,0,1
500277,100339,1190,2025-08-11 18:29:39,App,EU-West,0,1
500278,11223,1051,2025-01-05 07:31:05,Web,US-West,0,0
500279,6940,1471,2025-12-16 18:45:47,Web,APAC-North,0,0
500280,5271,1376,2025-06-20 17:00:28,Web,US-East,0,0
500281,5456,1365,2025-08-12 15:52:17,Web,APAC-North,0,0
500282,9788,1232,2025-01-10 18:46:19,Web,US-West,10,0
500283,10599,1178,2025-02-13 17:37:54,Web,EU-West,0,0
500284,9650,1158,2025-08-18 15:25:59,App,US-East,0,0
500285,4711,1147,2025-11-12 03:45:50,App,EU-West,5,0
500286,3668,1480,2025-05-05 22:37:08,Web,EU-West,0,1
500287,2147,1306,2025-11-11 13:18:09,App,US-Midwest,0,0
500288,8420,1438,2025-08-21 16:18:49,App,EU-West,5,0
500289,100141,1251,2025-07-27 20:56:46,Retail,APAC-North,0,1
500290,2365,1339,2025-04-22 18:56:26,App,EU-West,20,1
500291,11866,1342,2025-08-24 10:51:42,Web,US-Midwest,0,0
500292,6531,1132,2025-10-28 07:04:51,App,US-West,0,1
500293,7330,1237,2025-11-29 13:32:40,Retail,US-East,0,0
500294,7510,1012,2025-05-19 23:58:53,Web,US-West,0,1
500295,10754,1143,2025-04-09 15:08:21,Web,US-Midwest,5,0
500296,10964,1399,2025-10-28 05:51:28,Web,APAC-North,0,0
500297,8493,1394,2025-06-22 04:41:17,Web,US-East,20,0
500298,100228,1118,2025-09-10 12:35:06,App,APAC-North,0,0
500299,7439,1061,2025-01-20 09:11:15,Web,US-West,5,0
500300,11765,1403,2025-01-05 09:04:29,App,US-East,0,0
500301,8511,1181,2025-06-04 21:22:10,Web,APAC-North,0,0
500302,9504,1456,2025-01-31 16:29:41,Web,US-East,0,1
500303,3246,1499,2025-04-19 00:25:45,App,US-West,0,0
500304,5839,1313,2025-08-20 04:01:52,Web,APAC-North,5,0
500305,10551,1479,2025-12-15 04:00:00,Web,US-East,0,0
500306,4376,1265,2025-11-11 03:45:51,App,US-East,0,0
500307,5009,1029,2025-07-10 20:20:06,App,APAC-North,0,0
500308,11154,1263,2025-12-03 23:09:20,Web,US-West,0,0
500309,3827,1200,2025-08-01 05:47:38,Retail,US-Midwest,0,0
500310,8979,1105,2025-04-10 15:42:20,Web,US-East,0,0
500311,11805,1401,2025-08-13 01:49:22,Web,APAC-North,0,0
500312,11832,1079,2025-02-04 18:36:20,Web,APAC-North,0,0
500313,100407,1144,2025-06-11 02:30:10,App,APAC-North,0,0
500314,10569,1199,2025-06-19 20:38:54,Web,US-Midwest,10,1
500315,6285,1106,2025-12-13 02:55:49,Web,EU-West,0,0
500316,8910,1339,2025-10-21 17:45:34,App,APAC-North,0,0
500317,10561,1422,2025-08-14 14:58:53,App,US-Midwest,20,1
500318,4196,1089,2025-02-20 20:57:17,Web,EU-West,20,0
500319,5747,1332,2025-01-11 22:21:44,Web,US-Midwest,5,0
500320,10843,1480,2025-01-19 16:02:57,Web,APAC-North,0,1
500321,7978,1431,2025-06-02 23:11:02,Web,US-East,5,0
500322,7607,1266,2025-08-31 10:28:35,Retail,APAC-North,20,1
500323,2769,1251,2025-02-26 02:18:39,Web,US-Midwest,10,0
500324,2780,1152,2025-07-10 05:01:48,App,APAC-North,0,0
500325,11908,1306,2025-07-29 01:10:02,App,US-West,0,0
500326,8303,1196,2025-07-28 19:15:33,App,US-Midwest,0,1
500327,5983,1126,2025-02-24 04:49:45,Web,US-Midwest,0,0
500328,11503,1043,2025-05-17 13:22:19,Web,APAC-North,10,1
500329,10714,1421,2025-11-17 19:13:13,App,US-Midwest,0,0
500330,2521,1173,2025-10-22 11:27:33,Web,US-Midwest,0,1
500331,11127,1490,2025-02-09 22:49:02,Web,US-Midwest,0,1
500332,9569,1054,2025-06-05 08:55:03,Web,APAC-North,0,0
500333,100421,1253,2025-06-22 20:18:46,Web,APAC-North,0,1
500334,7784,1487,2025-11-08 04:22:04,App,APAC-North,0,0
500335,6583,1299,2025-10-19 13:13:56,Web,APAC-North,5,1
500336,7946,1196,2025-03-06 00:57:58,App,EU-West,5,1
500337,6941,1484,2025-03-05 07:38:06,App,US-East,5,0
500338,8267,1293,2025-11-04 07:54:19,Web,APAC-North,10,1
500339,9128,1217,2025-12-05 12:46:35,App,US-Midwest,0,0
500340,4461,1169,2025-01-27 19:28:21,App,US-Midwest,0,0
500341,2685,1222,2025-10-12 13:43:08,Web,US-West,5,0
500342,4160,1128,2025-11-22 16:49:24,Web,APAC-North,0,0
500343,9031,1385,2025-09-10 20:00:40,App,US-East,20,0
500344,11759,1349,2025-05-04 13:10:43,Web,EU-West,0,0
500345,7341,1016,2025-12-01 03:00:43,Web,US-East,0,0
500346,2038,1037,2025-05-09 00:12:22,Web,US-West,20,1
500347,6875,1421,2025-09-18 04:14:52,Retail,US-East,5,0
500348,3256,1391,2025-01-11 16:11:59,App,APAC-North,0,0
500349,9697,1296,2025-09-12 20:22:14,App,US-West,0,0
500350,4196,1435,2025-12-23 21:49:06,Web,US-Midwest,0,0
500351,9165,1320,2025-12-27 15:49:43,Web,APAC-North,5,0
500352,2301,1225,2025-05-09 20:50:00,App,APAC-North,0,0
500353,9527,1114,2025-05-18 09:18:34,Web,US-West,0,0
500354,8381,1022,2025-03-06 18:23:26,App,EU-West,0,0
500355,2646,1299,2025-09-07 15:06:44,App,APAC-North,0,1
500356,11951,1062,2025-08-11 06:53:04,Web,APAC-North,20,0
500357,10789,1182,2025-03-05 22:29:20,Web,EU-West,0,0
500358,10853,1411,2025-12-26 09:22:37,App,US-East,5,1
500359,6330,1285,2025-01-18 19:18:55,App,US-West,5,0
500360,11560,1016,2025-03-19 04:51:43,App,EU-West,0,1
500361,9003,1469,2025-10-07 07:41:53,App,US-East,20,1
500362,5537,1395,2025-10-02 03:42:25,Web,EU-West,10,0
500363,6558,1277,2025-05-06 00:48:43,App,APAC-North,0,0
500364,8579,1137,2025-08-28 04:22:52,Web,US-East,0,0
500365,10474,1283,2025-09-05 12:05:09,App,US-East,0,0
500366,11678,1127,2025-01-09 09:25:24,App,APAC-North,0,0
500367,6082,1487,2025-03-12 03:57:17,Retail,US-Midwest,0,0
500368,6183,1086,2025-05-06 00:46:34,App,US-Midwest,0,0
500369,10652,1207,2025-10-19 09:41:00,App,US-West,0,0
500370,5754,1363,2025-01-27 01:40:33,Web,US-Midwest,5,0
500371,3724,1151,2025-07-25 20:53:33,App,EU-West,0,0
500372,3376,1051,2025-01-02 23:37:08,Web,APAC-North,0,0
500373,10706,1477,2025-05-07 12:05:30,App,EU-West,5,0
500374,10894,1231,2025-10-28 04:23:49,Web,US-East,0,0
500375,3653,1080,2025-03-11 05:58:08,Web,US-West,0,0
500376,4066,1131,2025-12-01 16:00:45,App,EU-West,5,0
500377,2022,1400,2025-11-18 22:36:43,Web,US-Midwest,0,0
500378,4460,1136,2025-02-18 08:12:50,Web,APAC-North,0,0
500379,7926,1346,2025-11-30 21:52:52,Web,US-Midwest,0,1
500380,8251,1170,2025-05-22 13:18:15,Web,APAC-North,0,0
500381,11496,1457,2025-01-10 13:30:09,App,US-Midwest,0,0
500382,9295,1163,2025-09-15 07:53:43,Web,US-Midwest,0,0
500383,5300,1199,2025-01-31 13:55:35,Web,US-West,5,0
500384,8279,1456,2025-06-18 11:13:19,Web,EU-West,5,0
500385,10553,1227,2025-02-16 17:10:29,Web,APAC-North,20,0
500386,9353,1048,2025-04-29 03:51:48,Web,US-Midwest,0,0
500387,5727,1310,2025-10-26 11:13:35,Web,US-Midwest,5,0
500388,8272,1253,2025-08-27 16:05:41,App,US-Midwest,10,0
500389,7995,1494,2025-09-05 08:46:38,App,US-East,5,1
500390,11476,1103,2025-01-22 01:05:12,Web,US-East,0,1
500391,2514,1036,2025-09-11 17:40:33,App,US-Midwest,0,0
500392,2448,1006,2025-04-24 01:56:27,Retail,US-East,0,0
500393,8019,1199,2025-10-23 18:03:49,Web,EU-West,5,1
500394,7343,1012,2025-03-07 17:37:30,App,US-West,0,0
500395,100046,1103,2025-08-28 05:54:46,Web,EU-West,0,0
500396,10033,1187,2025-09-17 19:33:02,App,US-Midwest,0,0
500397,4520,1321,2025-06-23 10:33:50,Web,EU-West,10,1
500398,5081,1178,2025-11-23 17:27:41,App,EU-West,5,0
500399,3428,1427,2025-09-23 07:25:44,Web,US-Midwest,0,0
500400,5967,1171,2025-05-21 13:23:24,Web,EU-West,0,0
500401,8445,1177,2025-10-07 18:44:07,App,US-Midwest,10,1
500402,11114,1089,2025-09-13 13:59:48,Web,APAC-North,10,0
500403,4159,1204,2025-07-25 10:02:21,App,EU-West,10,1
500404,7132,1439,2025-07-06 22:17:18,App,US-West,0,0
500405,4547,1347,2025-08-23 11:28:52,App,US-East,0,0
500406,4979,1343,2025-02-08 16:09:12,Web,EU-West,0,0
500407,100472,1211,2025-06-02 23:34:09,Retail,US-East,0,0
500408,4649,1213,2025-12-11 23:53:41,App,US-West,5,0
