date,geo_region,channel,spend,impressions,clicks
2025-01-04,US-Midwest,Meta_IG,1184.74,32400,648
2025-01-04,US-Midwest,TikTok,969.24,26600,532
2025-01-04,EU-West,Google_Search,416.74,20900,418
2025-01-04,EU-West,Meta_IG,1099.7,45150,903
2025-01-04,EU-West,TikTok,1154.42,63000,1260
2025-01-04,APAC-North,Google_Search,1175.37,47200,944
2025-01-04,APAC-North,Meta_IG,486.57,14450,289
2025-01-04,APAC-North,TikTok,413.28,12700,254
2025-01-05,US-East,Google_Search,717.31,53400,1068
2025-01-05,US-East,Meta_IG,824.16,38450,769
2025-01-05,US-East,TikTok,571.64,40850,817
2025-01-05,US-West,Google_Search,528.13,38100,762
2025-01-05,US-West,Meta_IG,311.53,10350,207
2025-01-05,US-West,TikTok,603.19,38650,773
2025-01-05,US-Midwest,Google_Search,705.32,22150,443
2025-01-05,US-Midwest,Meta_IG,458.52,20900,418
2025-01-05,US-Midwest,TikTok,678.23,62700,1254
2025-01-05,EU-West,Google_Search,343.2,21100,422
2025-01-05,EU-West,Meta_IG,820.32,33200,664
2025-01-05,EU-West,TikTok,569.63,31150,623
2025-01-05,APAC-North,Google_Search,389.55,11000,220
2025-01-05,APAC-North,Meta_IG,860.66,83050,1661
2025-01-05,APAC-North,TikTok,1104.41,33850,677
2025-01-06,US-East,Google_Search,1054.18,95850,1917
2025-01-06,US-East,Meta_IG,613.83,27650,553
2025-01-06,US-East,TikTok,483.81,13600,272
2025-01-06,US-West,Google_Search,1046.35,65650,1313
2025-01-06,US-West,Meta_IG,916.03,24550,491
2025-01-06,US-West,TikTok,820.37,63900,1278
2025-01-06,US-Midwest,Google_Search,890.64,47800,956
2025-01-06,US-Midwest,Meta_IG,917.38,35200,704
2025-01-06,US-Midwest,TikTok,989.7,95700,1914
2025-01-06,EU-West,Google_Search,347.1,19200,384
2025-01-06,EU-West,Meta_IG,451.1,15400,308
2025-01-06,EU-West,TikTok,470.14,12450,249
2025-01-06,APAC-North,Google_Search,923.27,32850,657
2025-01-06,APAC-North,Meta_IG,1182.84,47500,950
2025-01-06,APAC-North,TikTok,1037.92,50500,1010
2025-01-07,US-East,Google_Search,877.81,34900,698
2025-01-07,US-East,Meta_IG,948.26,35250,705
2025-01-07,US-East,TikTok,471.91,13950,279
2025-01-07,US-West,Google_Search,715.14,66100,1322
2025-01-07,US-West,Meta_IG,1073.33,40900,818
2025-01-07,US-West,TikTok,467.67,41050,821
2025-01-07,US-Midwest,Google_Search,521.53,16250,325
2025-01-07,US-Midwest,Meta_IG,830.62,28600,572
2025-01-07,US-Midwest,TikTok,1019.77,47600,952
2025-01-07,EU-West,Google_Search,433.03,11400,228
2025-01-07,EU-West,Meta_IG,1149.33,76700,1534
2025-01-07,EU-West,TikTok,436.24,17050,341
2025-01-07,APAC-North,Google_Search,1185.64,91100,1822
2025-01-07,APAC-North,Meta_IG,592.92,20800,416
2025-01-07,APAC-North,TikTok,544.54,29500,590
2025-01-08,US-East,Google_Search,723.04,18600,372
2025-01-08,US-East,Meta_IG,1103.52,55100,1102
2025-01-08,US-East,TikTok,1097.56,94250,1885
2025-01-08,US-West,Google_Search,649.71,32400,648
2025-01-08,US-West,Meta_IG,340.86,11100,222
2025-01-08,US-West,TikTok,468.38,13100,262
2025-01-08,US-Midwest,Google_Search,608.6,26500,530
2025-01-08,US-Midwest,Meta_IG,710.79,60850,1217
2025-01-08,US-Midwest,TikTok,615.16,41800,836
2025-01-08,EU-West,Google_Search,346.62,9750,195
2025-01-08,EU-West,Meta_IG,503.99,31350,627
2025-01-08,EU-West,TikTok,579.38,24750,495
2025-01-08,APAC-North,Google_Search,585.23,21650,433
2025-01-08,APAC-North,Meta_IG,341.64,12200,244
2025-01-08,APAC-North,TikTok,340.64,12100,242
2025-01-09,US-East,Google_Search,542.86,45250,905
2025-01-09,US-East,Meta_IG,336.44,17300,346
2025-01-09,US-East,TikTok,995.44,31100,622
2025-01-09,US-West,Google_Search,523.1,17750,355
2025-01-09,US-West,Meta_IG,974.21,34950,699
2025-01-09,US-West,TikTok,697.15,18550,371
2025-01-09,US-Midwest,Google_Search,381.36,13950,279
2025-01-09,US-Midwest,Meta_IG,960.72,30850,617
2025-01-09,US-Midwest,TikTok,723.11,55400,1108
2025-01-09,EU-West,Google_Search,410.55,11050,221
2025-01-09,EU-West,Meta_IG,521.2,23650,473
2025-01-09,EU-West,TikTok,1025.71,37550,751
2025-01-09,APAC-North,Google_Search,482.12,15950,319
2025-01-09,APAC-North,Meta_IG,580.34,19600,392
2025-01-09,APAC-North,TikTok,823.3,52950,1059
2025-01-10,US-East,Google_Search,710.43,46200,924
2025-01-10,US-East,Meta_IG,385.95,12950,259
2025-01-10,US-East,TikTok,1070.23,27100,542
2025-01-10,US-West,Google_Search,315.23,23950,479
2025-01-10,US-West,Meta_IG,816.12,28000,560
2025-01-10,US-West,TikTok,458.98,12900,258
2025-01-10,US-Midwest,Google_Search,511.91,33750,675
2025-01-10,US-Midwest,Meta_IG,797.77,79650,1593
2025-01-10,US-Midwest,TikTok,356.99,11750,235
2025-01-10,EU-West,Google_Search,876.11,38700,774
2025-01-10,EU-West,Meta_IG,720.9,33950,679
2025-01-10,EU-West,TikTok,701.31,61750,1235
2025-01-10,APAC-North,Google_Search,352.89,10850,217
2025-01-10,APAC-North,Meta_IG,373.27,12300,246
2025-01-10,APAC-North,TikTok,678.43,18300,366
2025-01-11,US-East,Google_Search,1040.25,26800,536
2025-01-11,US-East,Meta_IG,892.51,79950,1599
2025-01-11,US-East,TikTok,372.75,13250,265
2025-01-11,US-West,Google_Search,1144.69,35250,705
2025-01-11,US-West,Meta_IG,811.18,72950,1459
2025-01-11,US-West,TikTok,1017.42,47900,958
2025-01-11,US-Midwest,Google_Search,1060.94,55100,1102
2025-01-11,US-Midwest,Meta_IG,1134.35,35300,706
2025-01-11,US-Midwest,TikTok,859.18,25650,513
2025-01-11,EU-West,Google_Search,797.38,37650,753
2025-01-11,EU-West,Meta_IG,347.91,12600,252
2025-01-11,EU-West,TikTok,665.82,35950,719
2025-01-11,APAC-North,Google_Search,350.87,8900,178
2025-01-11,APAC-North,Meta_IG,1129.48,35450,709
2025-01-11,APAC-North,TikTok,588.37,15900,318
2025-01-12,US-East,Google_Search,430.54,10800,216
2025-01-12,US-East,Meta_IG,443.31,24000,480
2025-01-12,US-East,TikTok,334.2,24900,498
2025-01-12,US-West,Google_Search,1030.4,29750,595
2025-01-12,US-West,Meta_IG,521.52,47900,958
2025-01-12,US-West,TikTok,514.48,38000,760
2025-01-12,US-Midwest,Google_Search,950.84,65400,1308
2025-01-12,US-Midwest,Meta_IG,502.39,36350,727
2025-01-12,US-Midwest,TikTok,754.01,37900,758
2025-01-12,EU-West,Google_Search,640.4,16700,334
2025-01-12,EU-West,Meta_IG,961.21,35050,701
2025-01-12,EU-West,TikTok,569.18,19450,389
2025-01-12,APAC-North,Google_Search,394.2,10600,212
2025-01-12,APAC-North,Meta_IG,1123.94,28600,572
2025-01-12,APAC-North,TikTok,1103.25,55300,1106
2025-01-13,US-East,Google_Search,1028.63,66550,1331
2025-01-13,US-East,Meta_IG,604.4,38250,765
2025-01-13,US-East,TikTok,723.24,46900,938
2025-01-13,US-West,Google_Search,582.01,16700,334
2025-01-13,US-West,Meta_IG,437.14,11150,223
2025-01-13,US-West,TikTok,902.27,38750,775
2025-01-13,US-Midwest,Google_Search,916.77,26450,529
2025-01-13,US-Midwest,Meta_IG,355.29,29450,589
2025-01-13,US-Midwest,TikTok,967.43,36000,720
2025-01-13,EU-West,Google_Search,766.47,25900,518
2025-01-13,EU-West,Meta_IG,872.54,31700,634
2025-01-13,EU-West,TikTok,1130.66,86500,1730
2025-01-13,APAC-North,Google_Search,391.22,11450,229
2025-01-13,APAC-North,Meta_IG,583.6,25750,515
2025-01-13,APAC-North,TikTok,952.86,62300,1246
2025-01-14,US-East,Google_Search,1112.41,34100,682
2025-01-14,US-East,Meta_IG,309.34,9850,197
2025-01-14,US-East,TikTok,581.5,53050,1061
2025-01-14,US-West,Google_Search,898.88,25300,506
2025-01-14,US-West,Meta_IG,995.36,31000,620
2025-01-14,US-West,TikTok,688.97,39000,780
2025-01-14,US-Midwest,Google_Search,539.31,35600,712
2025-01-14,US-Midwest,Meta_IG,606.74,18700,374
2025-01-14,US-Midwest,TikTok,514.19,14800,296
2025-01-14,EU-West,Google_Search,1057.59,44000,880
2025-01-14,EU-West,Meta_IG,730.36,22700,454
2025-01-14,EU-West,TikTok,1102.67,42400,848
2025-01-14,APAC-North,Google_Search,338.68,14000,280
2025-01-14,APAC-North,Meta_IG,1017.67,74300,1486
2025-01-14,APAC-North,TikTok,463.25,21350,427
2025-01-15,US-East,Google_Search,834.13,57450,1149
2025-01-15,US-East,Meta_IG,982.9,61650,1233
2025-01-15,US-East,TikTok,542.13,18250,365
2025-01-15,US-West,Google_Search,983.56,29850,597
2025-01-15,US-West,Meta_IG,1115.8,31950,639
2025-01-15,US-West,TikTok,688.27,36850,737
2025-01-15,US-Midwest,Google_Search,953.07,53400,1068
2025-01-15,US-Midwest,Meta_IG,799.81,26900,538
2025-01-15,US-Midwest,TikTok,353.34,10750,215
2025-01-15,EU-West,Google_Search,841.79,28500,570
2025-01-15,EU-West,Meta_IG,494.46,16350,327
2025-01-15,EU-West,TikTok,317.45,8050,161
2025-01-15,APAC-North,Google_Search,977.43,30050,601
2025-01-15,APAC-North,Meta_IG,735.77,21900,438
2025-01-15,APAC-North,TikTok,411.88,26850,537
2025-01-16,US-East,Google_Search,550.21,35600,712
2025-01-16,US-East,Meta_IG,359.79,10700,214
2025-01-16,US-East,TikTok,970.15,25050,501
2025-01-16,US-West,Google_Search,810.49,48750,975
2025-01-16,US-West,Meta_IG,544.55,22900,458
2025-01-16,US-West,TikTok,582.29,18450,369
2025-01-16,US-Midwest,Google_Search,883.24,30700,614
2025-01-16,US-Midwest,Meta_IG,671.22,29400,588
2025-01-16,US-Midwest,TikTok,848.75,60150,1203
2025-01-16,EU-West,Google_Search,667.55,45150,903
2025-01-16,EU-West,Meta_IG,344.86,8600,172
2025-01-16,EU-West,TikTok,542.33,48550,971
2025-01-16,APAC-North,Google_Search,568.08,29500,590
2025-01-16,APAC-North,Meta_IG,674.15,52200,1044
2025-01-16,APAC-North,TikTok,385.88,29950,599
2025-01-17,US-East,Google_Search,756.54,23600,472
2025-01-17,US-East,Meta_IG,1172.74,59200,1184
2025-01-17,US-East,TikTok,455.07,22750,455
2025-01-17,US-West,Google_Search,1096.18,54250,1085
2025-01-17,US-West,Meta_IG,451.14,14350,287
2025-01-17,US-West,TikTok,733.61,60750,1215
2025-01-17,US-Midwest,Google_Search,1013.05,31400,628
2025-01-17,US-Midwest,Meta_IG,481.23,22950,459
2025-01-17,US-Midwest,TikTok,959.74,32050,641
2025-01-17,EU-West,Google_Search,347.74,23500,470
2025-01-17,EU-West,Meta_IG,1126.88,30950,619
2025-01-17,EU-West,TikTok,668.87,27700,554
2025-01-17,APAC-North,Google_Search,594.57,38950,779
2025-01-17,APAC-North,Meta_IG,350.1,10250,205
2025-01-17,APAC-North,TikTok,916.87,23200,464
2025-01-18,US-East,Google_Search,332.92,24750,495
2025-01-18,US-East,Meta_IG,926.57,27150,543
2025-01-18,US-East,TikTok,819.65,34200,684
2025-01-18,US-West,Google_Search,606.88,19350,387
2025-01-18,US-West,Meta_IG,933.32,46800,936
2025-01-18,US-West,TikTok,1197.76,35550,711
2025-01-18,US-Midwest,Google_Search,671.1,33100,662
2025-01-18,US-Midwest,Meta_IG,437.97,11300,226
2025-01-18,US-Midwest,TikTok,537.97,13800,276
2025-01-18,EU-West,Google_Search,1149.1,30100,602
2025-01-18,EU-West,Meta_IG,747.0,61400,1228
2025-01-18,EU-West,TikTok,499.87,32250,645
2025-01-18,APAC-North,Google_Search,923.41,48150,963
2025-01-18,APAC-North,Meta_IG,969.73,30650,613
2025-01-18,APAC-North,TikTok,301.09,18800,376
2025-01-19,US-East,Google_Search,439.25,17750,355
2025-01-19,US-East,Meta_IG,440.59,11800,236
2025-01-19,US-East,TikTok,882.1,77350,1547
2025-01-19,US-West,Google_Search,1057.12,49250,985
2025-01-19,US-West,Meta_IG,514.62,14200,284
2025-01-19,US-West,TikTok,344.52,32050,641
2025-01-19,US-Midwest,Google_Search,1164.46,79000,1580
2025-01-19,US-Midwest,Meta_IG,697.58,40150,803
2025-01-19,US-Midwest,TikTok,782.55,24500,490
2025-01-19,EU-West,Google_Search,505.7,18250,365
2025-01-19,EU-West,Meta_IG,865.02,23650,473
2025-01-19,EU-West,TikTok,604.21,42050,841
2025-01-19,APAC-North,Google_Search,1055.46,50850,1017
2025-01-19,APAC-North,Meta_IG,713.67,21550,431
2025-01-19,APAC-North,TikTok,569.67,17900,358
2025-01-20,US-East,Google_Search,393.09,17950,359
2025-01-20,US-East,Meta_IG,480.29,16450,329
2025-01-20,US-East,TikTok,742.69,18950,379
2025-01-20,US-West,Google_Search,1151.99,78350,1567
2025-01-20,US-West,Meta_IG,920.08,76400,1528
2025-01-20,US-West,TikTok,1198.95,72200,1444
2025-01-20,US-Midwest,Google_Search,1187.17,40650,813
2025-01-20,US-Midwest,Meta_IG,874.88,35950,719
2025-01-20,US-Midwest,TikTok,831.34,47050,941
2025-01-20,EU-West,Google_Search,804.4,22750,455
2025-01-20,EU-West,Meta_IG,907.74,42100,842
2025-01-20,EU-West,TikTok,745.32,36700,734
2025-01-20,APAC-North,Google_Search,818.92,33400,668
2025-01-20,APAC-North,Meta_IG,563.38,25850,517
2025-01-20,APAC-North,TikTok,929.82,55350,1107
2025-01-21,US-East,Google_Search,710.29,24550,491
2025-01-21,US-East,Meta_IG,552.67,41100,822
2025-01-21,US-East,TikTok,308.89,19450,389
2025-01-21,US-West,Google_Search,558.31,16300,326
2025-01-21,US-West,Meta_IG,410.93,12750,255
2025-01-21,US-West,TikTok,400.42,21750,435
2025-01-21,US-Midwest,Google_Search,435.33,13050,261
2025-01-21,US-Midwest,Meta_IG,671.36,23300,466
2025-01-21,US-Midwest,TikTok,1030.37,31000,620
2025-01-21,EU-West,Google_Search,604.51,24250,485
2025-01-21,EU-West,Meta_IG,367.69,16750,335
2025-01-21,EU-West,TikTok,492.81,37600,752
2025-01-21,APAC-North,Google_Search,865.11,27450,549
2025-01-21,APAC-North,Meta_IG,783.21,71600,1432
2025-01-21,APAC-North,TikTok,1028.23,33800,676
2025-01-22,US-East,Google_Search,938.09,33350,667
2025-01-22,US-East,Meta_IG,693.67,33800,676
2025-01-22,US-East,TikTok,1181.16,34550,691
2025-01-22,US-West,Google_Search,1194.65,31850,637
2025-01-22,US-West,Meta_IG,939.02,50550,1011
2025-01-22,US-West,TikTok,630.39,37150,743
2025-01-22,US-Midwest,Google_Search,912.18,37150,743
2025-01-22,US-Midwest,Meta_IG,1112.28,39850,797
2025-01-22,US-Midwest,TikTok,856.8,38100,762
2025-01-22,EU-West,Google_Search,611.45,34600,692
2025-01-22,EU-West,Meta_IG,1028.04,59900,1198
2025-01-22,EU-West,TikTok,1031.81,25850,517
2025-01-22,APAC-North,Google_Search,638.51,16550,331
2025-01-22,APAC-North,Meta_IG,548.93,44450,889
2025-01-22,APAC-North,TikTok,931.83,27800,556
2025-01-23,US-East,Google_Search,1033.52,43600,872
2025-01-23,US-East,Meta_IG,812.81,56000,1120
2025-01-23,US-East,TikTok,1159.22,37250,745
2025-01-23,US-West,Google_Search,443.58,31750,635
2025-01-23,US-West,Meta_IG,1181.45,29650,593
2025-01-23,US-West,TikTok,444.9,11850,237
2025-01-23,US-Midwest,Google_Search,843.46,29250,585
2025-01-23,US-Midwest,Meta_IG,510.06,12800,256
2025-01-23,US-Midwest,TikTok,822.82,37000,740
2025-01-23,EU-West,Google_Search,822.48,40400,808
2025-01-23,EU-West,Meta_IG,511.1,13750,275
2025-01-23,EU-West,TikTok,1098.34,38400,768
2025-01-23,APAC-North,Google_Search,850.58,44500,890
2025-01-23,APAC-North,Meta_IG,447.6,15050,301
2025-01-23,APAC-North,TikTok,510.07,15900,318
2025-01-24,US-East,Google_Search,376.38,17700,354
2025-01-24,US-East,Meta_IG,1093.57,38000,760
2025-01-24,US-East,TikTok,526.92,27000,540
2025-01-24,US-West,Google_Search,1150.11,70150,1403
2025-01-24,US-West,Meta_IG,1164.97,77300,1546
2025-01-24,US-West,TikTok,390.53,25150,503
2025-01-24,US-Midwest,Google_Search,1149.8,36250,725
2025-01-24,US-Midwest,Meta_IG,494.91,23050,461
2025-01-24,US-Midwest,TikTok,474.64,13850,277
2025-01-24,EU-West,Google_Search,914.11,38100,762
2025-01-24,EU-West,Meta_IG,993.44,48650,973
2025-01-24,EU-West,TikTok,741.98,21000,420
2025-01-24,APAC-North,Google_Search,1075.93,31250,625
2025-01-24,APAC-North,Meta_IG,405.08,12250,245
2025-01-24,APAC-North,TikTok,436.13,12000,240
2025-01-25,US-East,Google_Search,300.58,8300,166
2025-01-25,US-East,Meta_IG,651.81,20400,408
2025-01-25,US-East,TikTok,731.85,27650,553
2025-01-25,US-West,Google_Search,359.13,13000,260
2025-01-25,US-West,Meta_IG,654.77,24300,486
2025-01-25,US-West,TikTok,920.58,37700,754
2025-01-25,US-Midwest,Google_Search,855.14,53250,1065
2025-01-25,US-Midwest,Meta_IG,310.43,11550,231
2025-01-25,US-Midwest,TikTok,394.6,17600,352
2025-01-25,EU-West,Google_Search,1160.22,31300,626
2025-01-25,EU-West,Meta_IG,313.44,12050,241
2025-01-25,EU-West,TikTok,613.21,18050,361
2025-01-25,APAC-North,Google_Search,876.63,39650,793
2025-01-25,APAC-North,Meta_IG,922.0,40600,812
2025-01-25,APAC-North,TikTok,1003.45,39000,780
2025-01-26,US-East,Google_Search,605.07,23400,468
2025-01-26,US-East,Meta_IG,898.82,22750,455
2025-01-26,US-East,TikTok,701.37,37400,748
2025-01-26,US-West,Google_Search,541.37,41350,827
2025-01-26,US-West,Meta_IG,615.92,29500,590
2025-01-26,US-West,TikTok,787.52,39300,786
2025-01-26,US-Midwest,Google_Search,1115.56,62400,1248
2025-01-26,US-Midwest,Meta_IG,848.08,37200,744
2025-01-26,US-Midwest,TikTok,301.1,9650,193
2025-01-26,EU-West,Google_Search,323.72,8750,175
2025-01-26,EU-West,Meta_IG,300.86,8050,161
2025-01-26,EU-West,TikTok,560.91,52550,1051
2025-01-26,APAC-North,Google_Search,773.38,60300,1206
2025-01-26,APAC-North,Meta_IG,383.28,15550,311
2025-01-26,APAC-North,TikTok,898.12,29350,587
2025-01-27,US-East,Google_Search,338.19,10600,212
2025-01-27,US-East,Meta_IG,922.72,43850,877
2025-01-27,US-East,TikTok,375.93,22250,445
2025-01-27,US-West,Google_Search,886.38,66800,1336
2025-01-27,US-West,Meta_IG,371.91,17200,344
2025-01-27,US-West,TikTok,698.01,38150,763
2025-01-27,US-Midwest,Google_Search,1077.55,81500,1630
2025-01-27,US-Midwest,Meta_IG,873.52,35400,708
2025-01-27,US-Midwest,TikTok,672.25,19300,386
2025-01-27,EU-West,Google_Search,483.38,12650,253
2025-01-27,EU-West,Meta_IG,401.62,16250,325
2025-01-27,EU-West,TikTok,421.52,12850,257
2025-01-27,APAC-North,Google_Search,340.72,14950,299
2025-01-27,APAC-North,Meta_IG,587.14,39600,792
2025-01-27,APAC-North,TikTok,440.76,41400,828
2025-01-28,US-East,Google_Search,1115.61,76900,1538
2025-01-28,US-East,Meta_IG,992.82,35450,709
2025-01-28,US-East,TikTok,779.1,32400,648
2025-01-28,US-West,Google_Search,616.37,33450,669
2025-01-28,US-West,Meta_IG,647.18,22650,453
2025-01-28,US-West,TikTok,546.35,26550,531
2025-01-28,US-Midwest,Google_Search,1131.42,83900,1678
2025-01-28,US-Midwest,Meta_IG,921.28,53950,1079
2025-01-28,US-Midwest,TikTok,394.68,19050,381
2025-01-28,EU-West,Google_Search,1059.02,37850,757
2025-01-28,EU-West,Meta_IG,1190.71,82750,1655
2025-01-28,EU-West,TikTok,666.66,17000,340
2025-01-28,APAC-North,Google_Search,771.25,28500,570
2025-01-28,APAC-North,Meta_IG,663.76,20900,418
2025-01-28,APAC-North,TikTok,412.51,10850,217
2025-01-29,US-East,Google_Search,996.58,32050,641
2025-01-29,US-East,Meta_IG,1160.43,32850,657
2025-01-29,US-East,TikTok,911.7,22950,459
2025-01-29,US-West,Google_Search,1086.89,43650,873
2025-01-29,US-West,Meta_IG,851.24,24700,494
2025-01-29,US-West,TikTok,454.73,17600,352
2025-01-29,US-Midwest,Google_Search,494.39,25700,514
2025-01-29,US-Midwest,Meta_IG,683.99,33750,675
2025-01-29,US-Midwest,TikTok,963.06,37550,751
2025-01-29,EU-West,Google_Search,320.65,12750,255
2025-01-29,EU-West,Meta_IG,1128.61,38600,772
2025-01-29,EU-West,TikTok,977.81,32050,641
2025-01-29,APAC-North,Google_Search,390.78,11350,227
2025-01-29,APAC-North,Meta_IG,1134.64,63700,1274
2025-01-29,APAC-North,TikTok,378.83,11750,235
2025-01-30,US-East,Google_Search,400.37,15750,315
2025-01-30,US-East,Meta_IG,712.62,21500,430
2025-01-30,US-East,TikTok,443.68,39950,799
2025-01-30,US-West,Google_Search,615.01,27050,541
2025-01-30,US-West,Meta_IG,391.7,11650,233
2025-01-30,US-West,TikTok,1115.13,31000,620
2025-01-30,US-Midwest,Google_Search,500.05,42250,845
2025-01-30,US-Midwest,Meta_IG,1048.08,33000,660
2025-01-30,US-Midwest,TikTok,875.74,32800,656
2025-01-30,EU-West,Google_Search,1015.95,31700,634
2025-01-30,EU-West,Meta_IG,1028.68,34400,688
2025-01-30,EU-West,TikTok,543.18,14750,295
2025-01-30,APAC-North,Google_Search,872.06,33250,665
2025-01-30,APAC-North,Meta_IG,632.0,15850,317
2025-01-30,APAC-North,TikTok,426.92,15600,312
2025-01-31,US-East,Google_Search,597.29,41050,821
2025-01-31,US-East,Meta_IG,471.33,11900,238
2025-01-31,US-East,TikTok,452.83,22400,448
2025-01-31,US-West,Google_Search,1090.22,101600,2032
2025-01-31,US-West,Meta_IG,666.97,17250,345
2025-01-31,US-West,TikTok,556.66,44750,895
2025-01-31,US-Midwest,Google_Search,392.99,25400,508
2025-01-31,US-Midwest,Meta_IG,813.98,23500,470
2025-01-31,US-Midwest,TikTok,465.52,36400,728
2025-01-31,EU-West,Google_Search,1004.85,34700,694
2025-01-31,EU-West,Meta_IG,880.37,23500,470
2025-01-31,EU-West,TikTok,1091.54,64800,1296
2025-01-31,APAC-North,Google_Search,332.7,10850,217
2025-01-31,APAC-North,Meta_IG,499.01,47650,953
2025-01-31,APAC-North,TikTok,560.58,14700,294
2025-02-01,US-East,Google_Search,1512.63,39750,795
2025-02-01,US-East,Meta_IG,1040.6,31800,636
2025-02-01,US-East,TikTok,1091.52,55700,1114
2025-02-01,US-West,Google_Search,503.22,47150,943
2025-02-01,US-West,Meta_IG,1961.64,127050,2541
2025-02-01,US-West,TikTok,1790.96,70750,1415
2025-02-01,US-Midwest,Google_Search,1805.15,100950,2019
2025-02-01,US-Midwest,Meta_IG,618.38,23850,477
2025-02-01,US-Midwest,TikTok,1767.35,144200,2884
2025-02-01,EU-West,Google_Search,1908.84,109500,2190
2025-02-01,EU-West,Meta_IG,1744.12,49150,983
2025-02-01,EU-West,TikTok,729.93,33150,663
2025-02-01,APAC-North,Google_Search,1199.54,88150,1763
2025-02-01,APAC-North,Meta_IG,1207.96,89450,1789
2025-02-01,APAC-North,TikTok,764.59,40450,809
2025-02-02,US-East,Google_Search,618.93,22200,444
2025-02-02,US-East,Meta_IG,1686.09,43200,864
2025-02-02,US-East,TikTok,748.59,57500,1150
2025-02-02,US-West,Google_Search,760.03,19800,396
2025-02-02,US-West,Meta_IG,1023.43,32500,650
2025-02-02,US-West,TikTok,749.86,35700,714
2025-02-02,US-Midwest,Google_Search,1594.29,96700,1934
2025-02-02,US-Midwest,Meta_IG,842.41,45600,912
2025-02-02,US-Midwest,TikTok,1470.58,74600,1492
2025-02-02,EU-West,Google_Search,644.68,22500,450
2025-02-02,EU-West,Meta_IG,909.77,79800,1596
2025-02-02,EU-West,TikTok,680.47,45000,900
2025-02-02,APAC-North,Google_Search,1200.58,102350,2047
2025-02-02,APAC-North,Meta_IG,1886.14,75000,1500
2025-02-02,APAC-North,TikTok,746.08,20350,407
2025-02-03,US-East,Google_Search,979.38,37250,745
2025-02-03,US-East,Meta_IG,1554.63,43150,863
2025-02-03,US-East,TikTok,1472.98,53950,1079
2025-02-03,US-West,Google_Search,1363.97,63200,1264
2025-02-03,US-West,Meta_IG,1338.4,89200,1784
2025-02-03,US-West,TikTok,948.25,30400,608
2025-02-03,US-Midwest,Google_Search,1933.7,67050,1341
2025-02-03,US-Midwest,Meta_IG,564.11,17200,344
2025-02-03,US-Midwest,TikTok,1669.83,102800,2056
2025-02-03,EU-West,Google_Search,1909.93,56650,1133
